# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"","text"
"214","@JeffClarkUSA = 💩🤡 https://t.co/hRe3WAzyvC"
"215","@jals2010 @RepScottPerry @TeamCavuto @FoxBusiness 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂……breathe…..😂😂😂😂😂😂😂😂😂😂… https://t.co/i7GNv2Fnhv"
"216","@jason As a long term fan you are tarnishing your reputation by continually weighing into this debate. Musk and Sac… https://t.co/g4fH36CTqQ"
"217","@JuddLegum @DavidSacks There’s no bigger fraud or snowflake than @DavidSacks"
"218","@DWUhlfelderLaw @GeoRebekah QElon is awesome…. using it everyday from now on"
"219","And @WME are you still working with and rep’ing Elon?? WTF??!! https://t.co/f1R953Mppe"
"220","@nickmartin @RexChapman Seriously @jason WTF??"
"221","@RollingStone Elon = 💩🤡"
"222","@nytimes Children shouldn’t be subjected to a parent’s so called right to make stupid decisions on their behalf. Keep the mandates in place."
"223","@SenateGOP @HouseGOP @GOPChairwoman This is the man you all bow down to…. 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂… https://t.co/uTIr4Wgm29"
"224","@jayyeh Nov leads please!"
"225","@mollywood Utterly"
"226","@Google @Apple @tim_cook https://t.co/UIRwrJzMCP"
"227","@RepRalphNorman Time to resign. NOW…. https://t.co/SFp0hC8IOh"
"228","@sarahrainsford @AdamKinzinger @freepaulwhelan “It seems” is lazy bs. You know better."
"229","@BlackKnight10k Gonna be lit https://t.co/gSl1Go7DRO"
"230","@RepJeffries While you’re at it, please raise the debt ceiling."
"231","@nytimes Wordle 534 4/6
⬜⬜⬜🟩⬜
⬜🟩🟨🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
"232","@jason Your boy @elonmusk = 💩🤡 https://t.co/U2YOIzf8yk"
"233","@elonmusk @EmmanuelMacron Do the plans involve sharing dick pics with the people of France?"
"234","@Jason Hope you didn’t invest too much cash in this…. Looking like a flop 📉 https://t.co/nGlkehEVp3"
"235","@elonmusk https://t.co/voT9tvq00O"
"236","@hmeisler It’s gonna be lit!!! https://t.co/n118GHmgKz"
"237","@FBI https://t.co/pC0SaPEKvR"
"238","@elonmusk @jason @timcook @Google https://t.co/iwRk60PRK2"
"239","@ThirdAngie An anchor…. https://t.co/sB8l9HTcEQ"
"1","@CarmineSabia https://t.co/PrAvXytfoq"
"2","@LisaKitter @Pro__Trading @ro45157094 PedoDon doesn't care about you https://t.co/qgKukd5FJD"
"3","@angie_anson @POTUS https://t.co/o7Ls7NlImM"
"4","@SpeakerMcCarthy It's a #GOPCLOWNSHOW https://t.co/HMmDl1g6gu"
"5","@BlackTzedek @roywoodjr No wonder why it's always hard to get a table! Go Red Lobster!😊"
"6","@TAC_B8 @RNCResearch https://t.co/pveY2AfN7f"
"7","@Glenn99352879 @RNCResearch @browneyegirl400 https://t.co/H8XXVv96ur"
"8","@joemill37087868 @RNCResearch https://t.co/EhPpNy8SPC"
"9","@RNCResearch https://t.co/zIXnwlI6lB"
"10","@RonDeSantis https://t.co/jcfxM3w5a3"
"11","@KariLake @jeffc1959 https://t.co/qEfbg03BOk"
"12","@KittyFa66851878 @J18149952 Get help. https://t.co/ta9RxV0nGY"
"13","@tedcruz https://t.co/EWKVdVXsDP"
"14","@Kittaene @wamp54321 @PatMaguire10 https://t.co/OKTZ07ueIC"
"15","@Kittaene @PatMaguire10 https://t.co/HNqDNUWYjo"
"16","@KellyLA_2028 @MikeSington https://t.co/4WTYRvqZ7r"
"17","@Satoshi68648885 @gasberryparie @JaneCastor https://t.co/5gL6LKNXkt"
"18","@jojosev @dbreeze2 @JaneCastor https://t.co/hiqnuKvZtj"
"19","@GATRGAL1 @JaneCastor Please keep fighting FL DEMS!!💙💙💙"
"20","@KarlEggers3 @DC_Draino https://t.co/4jbe9LCh2F"
"21","@RonFancy @SRSnow619 @DC_Draino https://t.co/1eUxRyMScD"
"22","@Jo_WhenPigsFly @TheStormRedux @Jim_Jordan https://t.co/as9aI156l3"
"23","@McDebida https://t.co/ZU96LuGp53"
"24","@triciacotham How much were you paid to switch parties and become a tool for the GOP? Just curious how much it take… https://t.co/lEHUqBiQkf"
"25","@13steps2nowher @ByronDonalds https://t.co/HAz3hkpxb2"
"26","@newtgingrich https://t.co/4ZV0QbrPlz"
"27","@SpeakerMcCarthy President Biden and ""Radical Socialists"" care about the people of this country. Kev-o and his Insu… https://t.co/q97kScJBb8"
"28","#NoDemUnder1k 💙💙💙 https://t.co/GLl2FwxM0a"
"29","@atensnut https://t.co/b7W6WTyzcq"
"30","@OleMurica https://t.co/KvlCnqOZwV"
"31","@DannyC_DC1111 https://t.co/QHfPl8EgqE"
"32","@SnarkyCatCorn https://t.co/tBSnWk1g9M"
"1","Gutfield is one of the most stupid programs on TV.  Thank you Fox, for giving the world continued lies."
"2","Andrew Tate is a real asshole.   IMHO"
"3","A lot of bullshit, Tulsi. https://t.co/R3XBYns53A"
"4","Please, Alex, count down final 10 seconds for participants.   It is so important! https://t.co/2tqjndC1OE"
"5","Not many alive today would qualify. https://t.co/bJi8OuoNtT"
"6","She really is as stupid as she appears....amazing. https://t.co/0crDTOi92d"
"7","please remember this. https://t.co/cBwmSviu4f"
"8","NO...just have Dochey's mouth covered with duct tape during. https://t.co/HYpLxsGMJg"
"9","Russel Brand I’d an asshat!"
"10","Totally https://t.co/HDSug6Tc63"
"11","While your party trams on every other freedom.  The Repibs simply cannot live and let live.  They have to make ever… https://t.co/hizQcRTpYh"
"12","I can see why the right hates her...she is brilliant...the right hates brilliance....just look at their leaders...I… https://t.co/kHZpBltoIE"
"13","Matt thinks Putin will stop sending checks if we give Ukraine any more....Matt loves Putin. https://t.co/IwMJCi53AB"
"14","Not all immigrants are illegal.  We should all rue the day your ancestors were allowed to stay. https://t.co/41Huekqw6O"
"15","Ted, you forget the Tax cuts that the marshmallow president gave that hiked the deficit....start governing for the… https://t.co/wthywQvNF5"
"16","You really are as stupid as you look. https://t.co/LAlzkpgJGD"
"17","But most of them should be legal. https://t.co/OCgOEYcnqC"
"18","You are a real dufus. https://t.co/0JmwUG0tD9"
"19","You really ARE as stupid as you look. https://t.co/NgfuihxOjj"
"20","Show me you are an asshole without telling me you are an asshole. https://t.co/jZnRMj4hd4"
"21","And Faux News isn’t, right? https://t.co/f1F8uBw1Yz"
"22","And you, like the rest of your shady friends, blame Biden for world-wide inflation. Do you realize how stupid that… https://t.co/i5DunQPUD5"
"23","It also proves he keeps score. https://t.co/O1n5XXEVzR"
"24","Talk about something to make you puke! https://t.co/lLBuW40QE5"
"25","And both are 
dumb as a box of rocks. https://t.co/Kh8CgOLKQZ"
"26","And anyone silence this bitch? https://t.co/7BoIf7af7x"
"27","He continues to be an asshole. https://t.co/mAe35qiwva"
"28","@robreiner Bravo!"
"29","@SarahHuckabee Another Republican trying to bring down our Constitution.  When will it stop?"
"30","@DonaldJTrumpJr What business is it of your?  He is a private citizen. MYOB which is discgraceful."
"31","@laurenboebert After 4years of Trump drivel, you should remain silent."
"32","@RonFilipkowski Tell me you are stupid w/o telling me you are stupid."
"33","@otter1043 @SimonMajumdar @GuyFieri @EatFellowHumans Why no Brooke?  She is my favorite."
"34","@laurenboebert Unbiased coup?    Wow!"
"35","@laurenboebert You really are that stupid.  Thought it was an act."
"36","@realTuckFrumper Why would they celebrate a murderer?"
"37","@SpeakerMcCarthy Safe from equality, no doubt!"
"38","@laurenboebert You are one wretched person.  You fail to see the differences.  HTF did you ever get elected?"
"39","The insurrection it’s party?   I don’t think so. https://t.co/4cJf39XGiC"
"40","@laurenboebert OMG!  Trump tried to burn down our democracy, and you now claim YOUR party is trying to save it?????  You not be more wrong!"
"41","Silence is complicity.... https://t.co/c64QTaDonQ"
"42","Wow...they are becoming more and more Republican in Russia. https://t.co/2zZTPXN09o"
"43","Go get ‘em Joe! https://t.co/WByNTVn2Dv"
"44","@NathanZegura What happened to CBD?  Is bye week a vacation for you guys?"
"45","List of hypocrites.....nice to summarize. https://t.co/N0Ha0Y9kkj"
"46","MAGA asshole is redundant. https://t.co/A7aQPHJ84G"
"47","@NathanZegura pal is derogatory.....period"
"48","Hey shithead, the inflation is due to the pandemic...so give it a rest. https://t.co/8jUECs3Sff"
"49","This from a man who is so ugly, he has to pay for sex... https://t.co/6eY0P1GYc4"
"50","As you screw the democrats daily.... https://t.co/P6nbvdvE9A"
"51","Brava! https://t.co/iTMD6XQsmU"
"52","@NathanZegura The stream has no sound."
"53","It is one thing to be delusional, it is another to broadcast it. https://t.co/YFCr0LTcYp"
"54","Boy, ""Flock of Seagulls"" did NOT age well! https://t.co/3c4OcoM6Wj"
"55","Asshole comes to mind. https://t.co/HUGKkLgVXL"
"56","I feel the same thing.  I love Christian, but he suffered  the same disqualification as Madison.  Explanation neede… https://t.co/nE5lidSC33"
"57","Was a fan up to now. https://t.co/p83HeioZSz"
"58","Even in defense they sound stupid. https://t.co/q8zseAh0I9"
"59","I guess they do not cover geography in the GED prep. https://t.co/L3SH0C73Lo"
"60","I love it. https://t.co/VXrBlmJcJG"
"61","Delicious. https://t.co/stqD29OaC8"
"1","@ScottNa61771645 @OccupyDemocrats Check out Jury Verdict.  
Your tiny little point came up in the trial- I think it… https://t.co/UUYF2M4x7W"
"2","@mae_kimberley @FreshWhittaker @lrfesq1 @ChangeDesperate @rgoodlaw https://t.co/f7k98o2fPx"
"3","@mae_kimberley @FreshWhittaker @lrfesq1 @ChangeDesperate @rgoodlaw The attorney’s contemporaneous notes of his advi… https://t.co/mF6Xuv80T9"
"4","@mae_kimberley @FreshWhittaker @lrfesq1 @ChangeDesperate @rgoodlaw Moving to quash or fighting subpoena through cou… https://t.co/8qCsPLxRL5"
"5","Wreck-fidera: How Medicare Part D has hidden the benefits of generic competition for a blockbuster Multiple Scleros… https://t.co/FGL7Ojr61t"
"6","Lordy, don’t we have more important things to litigate beyond a mural of donuts and a sun painted by students? https://t.co/XoA8zLvfGd"
"7","@MoschbergerD @LakotaMan1 Charles could have made an exception for his son or he could have given Harry a formal ro… https://t.co/nxxF0xt8aT"
"8","@MoschbergerD @LakotaMan1 Let’s be honest.  It’s a choice. You can agree or disagree with the choice but that’s wha… https://t.co/r6TH1LhlG7"
"9","Potential legal issues - interesting.  I have no opinion beyond the fact that I need to do some research &amp; thinking… https://t.co/I669EGV4Ti"
"10","@Chrissy_NC @MuellerSheWrote 🤣"
"11","@rdembia @MuellerSheWrote It seems apparent that Kaplan gave Trump until Sun. to make a crystal clear record that h… https://t.co/eLsSkX35uN"
"12","@LambertNolen @MartyTa94849826 Well whether one agrees or not, the jury found him not criminally liable so there wi… https://t.co/CNcTIDHTL3"
"13","@im_thinking2 @GavynnnOrig @MartyTa94849826 It’s not slander bc is a statement of opinion which is a personal belie… https://t.co/s4uSM4gmXb"
"14","@Deadhead722 @Rainbird42true @KlasfeldReports It is a Federal Civil trial under federal rules of civil procedure."
"15","@MaryDivers77 @Rainbird42true @KlasfeldReports It’s a federal civil trial not under NY state rules of civil procedu… https://t.co/VkvTZg9NkW"
"16","@CobraSa46 @skyshep $787.5 million settlements are not made lightly. The extensive proof was the driver. Dominion w… https://t.co/8eQlUBrBox"
"17","@Bob473875924871 @Ennuibert @chrislhayes Trump derangement syndrome"
"18","@adam_mcquarrie @Manuel_Vidal @TheycallmejustA @DocJDoe @JazybluSarah @chrislhayes economy is good. That’s where th… https://t.co/sEn4VtCxe0"
"19","@adam_mcquarrie @Manuel_Vidal @TheycallmejustA @DocJDoe @JazybluSarah @chrislhayes It’s a matter of how much is too… https://t.co/Ec1Njboi07"
"20","@adam_mcquarrie @Manuel_Vidal @TheycallmejustA @DocJDoe @JazybluSarah @chrislhayes It is far better to look at the… https://t.co/dhgYZPt1cF"
"21","@nsanenbrane @SylviaDonoghue5 @Lie_Navigator @Acyn And yet there are women who are denied medical help because ther… https://t.co/p8QrNXqCfw"
"22","@nsanenbrane @SylviaDonoghue5 @Lie_Navigator @Acyn It doesn’t matter what Planned Parenthood says.  It matters how… https://t.co/lvneK4sRuk"
"23","@Bank1k @greschis @Edgeycated @nowthisnews Extremists labeled medical tragedies as ‘Late Term Abortions’ to try &amp; s… https://t.co/P8IjRlLIhb"
"24","@Bank1k @greschis @Edgeycated @nowthisnews Exactly. Late term abortions are for wanted pregnancies. Horrible circum… https://t.co/hPDuPoyuB7"
"25","@nsanenbrane @SylviaDonoghue5 @Lie_Navigator @Acyn Did you even read this? An ectopic pregnancy is not a dead fetus… https://t.co/hpFVG5OG9P"
"26","@monkeygrabbr @RegVickers @JoyceWhiteVance I didn’t say your source was bad.  I said you weren’t looking at the sam… https://t.co/vhYRuBYz3i"
"27","@monkeygrabbr @RegVickers @JoyceWhiteVance You are comparing data from different time frames and then seem surprise… https://t.co/I4OOma7y2c"
"28","@monkeygrabbr @RegVickers @JoyceWhiteVance If you haven’t figured it out yet, I thought you made a poor argument.… https://t.co/Xp0c4Zv4r8"
"29","@monkeygrabbr @RegVickers @JoyceWhiteVance Frankly I don’t care, but since you asked: Better, but not quite there y… https://t.co/u0rXNKXewj"
"30","@billyanurse @HausenKiki @CalltoActivism Rights come with Responsibilities.  You have the right to free speech but… https://t.co/GvHsgGmTlu"
"31","@monkeygrabbr @RegVickers @JoyceWhiteVance Just because you don’t like or trust the bearer of the news… it doesn’t… https://t.co/AMuGeCHdst"
"32","@monkeygrabbr @RegVickers @JoyceWhiteVance See the lower left corner… that is where the credit the source of their… https://t.co/pbiv7BMsZc"
"33","@BKesquire @RonFilipkowski Well said!"
"34","@emptywheel 🤣👏👏👏👏👏🤣"
"35","@BKesquire @harrylitman @factsfaraone Not a strategy I ever took."
"36","@r211425 @mrsberthamason1 @JoyceWhiteVance The comparison is to a drug that causes significant risk of birth defect… https://t.co/CMAyS1ncJi"
"37","@prosediva @JoyceWhiteVance @DrJenGunter Thank you! Also, people should also be talking about the other uses for mi… https://t.co/eFgo0Zwlml"
"38","@keraz37 @JillEBean10 @JoyceWhiteVance @region_sf_girl Exactly. https://t.co/HKUqY6iYNZ"
"39","@JillEBean10 @LindaMHanson @JoyceWhiteVance @region_sf_girl I hope you agree that statement should also apply to mifepristone."
"40","@JillEBean10 @JoyceWhiteVance @region_sf_girl breast cancer, brain cancer, prostate cancer, alcoholism, PTSD and de… https://t.co/cHguljoPpM"
"41","@JillEBean10 @JoyceWhiteVance @region_sf_girl Well gee mifepristone is used for other things too.  If is a safe and… https://t.co/u0VpQuDEF9"
"42","@Copey415 @JoJoFromJerz Thankfully, YOU don’t get to decide which religious beliefs are covered by 1st Amendment.… https://t.co/9SLaTg6mbx"
"43","@Copey415 @JoJoFromJerz believe in abortion.  So I wouldn’t have one. Grow up."
"44","@Copey415 @JoJoFromJerz your beliefs with respect and answered your question seriously. I don’t personally believe… https://t.co/igbatsnZIT"
"45","@Copey415 @JoJoFromJerz Good Lord. Stop. Try to be serious and not a jerk.  You do not have the authority to pass j… https://t.co/yFnSk1HzQS"
"46","@Copey415 @kangoala @JoJoFromJerz Investigating all miscarriages is an enormous undertaking. Maybe those resources… https://t.co/6eAMHMA9tM"
"47","@Copey415 @JoJoFromJerz You belief whether religious/secular is your belief. For many it is part of their religious… https://t.co/kd1Sm26AE4"
"48","@Copey415 @kangoala @JoJoFromJerz But yes, by all means spend resources on investigating miscarriages rather than s… https://t.co/GR3Y0xQrMr"
"49","@Copey415 @kangoala @JoJoFromJerz It would be nice if the people so concerned about imposing their belief system ca… https://t.co/nwDUeUjyBN"
"50","@Copey415 @JoJoFromJerz Additionally there is not a clear scientific answers either. Scott Gilbert is the author of… https://t.co/7YU6mN5wQq"
"51","@Copey415 @JoJoFromJerz 3) It doesn’t matter if you agree with or respect the religious tradition, they have a 1st… https://t.co/fa6XlYU3VS"
"52","@Copey415 @JoJoFromJerz I’ll break it down for you.
1) Belief in when life begins is part of many religious belief… https://t.co/uRNUMEbN9F"
"53","@Copey415 @JoJoFromJerz That is your belief.  You have the right to that belief.  Others may disagree and they have… https://t.co/k303YE6arf"
"54","@Copey415 @JoJoFromJerz Be serious.  Once born, a person has their own individual rights. You are advocating extend… https://t.co/grYCkupAvN"
"55","@Copey415 @JoJoFromJerz You asked what in Constitution applies.  Well I answered your question.  The 1st amend appl… https://t.co/dUvEvJuf1s"
"56","@Copey415 @JoJoFromJerz Whether you belong to a church or not,  you have a belief.  They may be right for you, but… https://t.co/Aej8dLBucE"
"57","@Copey415 @JoJoFromJerz 1st Amendment. You are defining life/murder through lens of your religious beliefs. Some re… https://t.co/S6ynsKKg08"
"58","@cantfixstupids @MPryorFilms @ElieNYC This morning 130,000 Tennesseans woke up without full representation in their… https://t.co/Zyw33mRinp"
"59","@cantfixstupids @MPryorFilms @ElieNYC nullified all the votes cast for these men in an exercise of their power. So… https://t.co/NmfVtlGTOf"
"60","@cantfixstupids @MPryorFilms @ElieNYC Voters cast votes.  That’s democracy. Voters in their districts elected these… https://t.co/a2VOWrmJ7Z"
"61","@WalshFreedom It darn well better.  But I would hope Democrats won’t elect someone who boasted about being able to… https://t.co/youav0HLhQ"
"62","@i_hate_intel @hvyhttr_Dave @ChaseOdell7 @AWeissmann_ I said after Trump’s post, everyone got all in a dither.  Whe… https://t.co/ncEjZXNrD6"
"63","@i_hate_intel @hvyhttr_Dave @ChaseOdell7 @AWeissmann_ He was a federal prosecutor from 2007-2016 in the US Attorney… https://t.co/S1JFS3DXar"
"64","@i_hate_intel @hvyhttr_Dave @ChaseOdell7 @AWeissmann_ it’s all speculation because we aren’t privy to the Grand Jur… https://t.co/wNOC9PFmfv"
"65","@i_hate_intel @hvyhttr_Dave @ChaseOdell7 @AWeissmann_ It was Trump who set the expectation of an imminent indictmen… https://t.co/mLh2lmlvYk"
"66","@hvyhttr_Dave @i_hate_intel @ChaseOdell7 @AWeissmann_ they are building a strong case that accounts for possible de… https://t.co/f12HXhZpXv"
"67","@hvyhttr_Dave @i_hate_intel @ChaseOdell7 @AWeissmann_ Exactly.  They do their due diligence and lock in every witne… https://t.co/spYtUrKZUU"
"68","@i_hate_intel @hvyhttr_Dave @ChaseOdell7 @AWeissmann_ None is of us know exactly what has been presented to grand j… https://t.co/f2bWFYR0Ar"
"69","@i_hate_intel @hvyhttr_Dave @ChaseOdell7 @AWeissmann_ How many trials have you conducted?  They won’t indict if the… https://t.co/frKLSIEdrx"
"70","@hvyhttr_Dave @i_hate_intel @ChaseOdell7 @AWeissmann_ Because they are building their case for trial.  A quick indi… https://t.co/7p1IBYKyxL"
"71","@BrentAnderson99 @gtconway3d I’ll name Two:  (1) January ‘23 unemployment numbers fell to 3.4%… the lowest in more… https://t.co/7ksMTnoLhJ"
"72","@RalphSibilia3 @JoyceWhiteVance @MaryLTrump Fine criticize that if you want. But in reality people often credit the… https://t.co/3O8ZFxsZYE"
"73","@RalphSibilia3 @JoyceWhiteVance @MaryLTrump And yet it cost $0 to read.  Such a grift. 🙄"
"74","@MicahALucas @Mollysrealmom @lawofruby @PULIE2011 That’s why corroborative evidence is required. But honestly, the… https://t.co/hqc5lymBgs"
"75","@Schaumburgur @BevZimmerman01 @GovTimWalz There’s plenty of blame to spread around. But feeding children is the lea… https://t.co/XGJe13fONO"
"76","@Schaumburgur @BevZimmerman01 @GovTimWalz Don’t confuse prioritizing education with fiscal irresponsibility.  The d… https://t.co/ErhlqrXQlV"
"77","@jarredthegeek @smithhere @JoJoFromJerz By definition it hasn’t been proven because it hasn’t been charged yet.  He… https://t.co/xuLv9Uj0F4"
"78","https://t.co/GQ47TAyGMu"
"79","@BevZimmerman01 @GovTimWalz You may not have kids, but those kids are the future employees fueling our economy. If… https://t.co/xbkcNkIF74"
"80","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 It was not a taxpayer funded bailout. It was to make the deposi… https://t.co/trIMFyNv58"
"81","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 But bank runs affect the economy as a whole which then affect n… https://t.co/xsuziEKvD1"
"82","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 protecting the nation’s economy.  So a decision was made to try… https://t.co/Jzqg6m7uwi"
"83","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 made whole?  If it were insurance through ABC Insurance, the an… https://t.co/cEH0u1Yc3y"
"84","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 Silicon Valley Bank was FDIC insured.  But FDIC insurance is fo… https://t.co/Xibdwp9JtF"
"85","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 Insurance.  It’s a nifty product sold to people &amp; businesses to protect against  loss."
"86","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 The FDIC has been around since 1933.  It is hardly a new fangled thing.  🙄"
"87","@USAPatriot16 @DGDjr @BDMtoday @EdKrassen @DB772944 So yes, Banks pay for insurance and the cost is part of its ove… https://t.co/mo0VIJiuEP"
"88","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen When I had my cancer surgery, I went with a differ… https://t.co/cK5RQGBAS9"
"89","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen Did you ask about your particular risk of waiting?"
"90","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen No I’m a person who ask questions.  I ask for the… https://t.co/tuVBXjeDQr"
"91","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen If your risk is high, go to a different facility."
"92","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen That is a scheduler.  I said ask your doctor about… https://t.co/N3uZDu9a8y"
"93","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen Did you ask for data on the risk from your doctor?… https://t.co/U6jjyGZmAE"
"94","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen A scheduler is not the person I would ask.  https://t.co/i2yXfmitl2"
"95","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen And did you follow up by asking your doctor for da… https://t.co/ilOFgiEOq8"
"96","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen My neurologist even sends me a yearly letter regar… https://t.co/MLdZ1h2qq5"
"97","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen Belief is not a lie.  Convince me with data if you… https://t.co/1P75boMA4M"
"98","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen I needed to take a family member.  My doctor gave… https://t.co/qLbCEcEnaT"
"99","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen My recent ultrasound gave a preliminary diagnosis… https://t.co/kw6MDKwBu6"
"100","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen Like I said, I don’t give advice beyond seeking me… https://t.co/wf89yBI5NI"
"101","@arilandd @RochelleAdame7 @ericleesprague @Danielsw69 @EdKrassen That or an anti-vaxer using a screening question a… https://t.co/YScriEAwFJ"
"102","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen the line.  That is not civil. Bye"
"103","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen actually impacted you.  I don’t believe that you h… https://t.co/thkBMda6f3"
"104","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen biopsy if your lymph system has not settled down.… https://t.co/yjoNQtDFtF"
"105","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen before my pending surgery and the compromising of… https://t.co/GdopCm3LhO"
"106","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen aggressive form of uterine cancer... which was lik… https://t.co/iZGipIkoUU"
"107","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen Don’t even.  I had an aggressive form of breast ca… https://t.co/UT15u1LbHH"
"108","@RochelleAdame7 @ericleesprague @Danielsw69 @EdKrassen This is the vaccine developed under Trump’s administration.… https://t.co/5VqV2KwaRS"
"109","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen There would be no drug interaction 2 weeks out.  🙄… https://t.co/BnzZAtFdtm"
"110","@RochelleAdame7 @arilandd @ericleesprague @Danielsw69 @EdKrassen @arilandd explained it quite well. 6 weeks. Give m… https://t.co/bJF2OJSEOJ"
"111","@arilandd @RochelleAdame7 @ericleesprague @Danielsw69 @EdKrassen They didn’t mean don’t get vaccinated/boosted, jus… https://t.co/onEmIyuZlW"
"112","@arilandd @RochelleAdame7 @ericleesprague @Danielsw69 @EdKrassen Exactly.  I needed to get a steroid injection in m… https://t.co/oFytUctSIf"
"113","@RochelleAdame7 @ericleesprague @Danielsw69 @EdKrassen https://t.co/o0Qh7FFqh7"
"114","@RochelleAdame7 @ericleesprague @Danielsw69 @EdKrassen Trump got the vaccine in private.  He didn’t do it publicly… https://t.co/0dkwbJGsRo"
"115","@ericleesprague @Danielsw69 @EdKrassen By the time the vaccine was ready, he had no effective distribution plan and… https://t.co/gOR9yGCR5Z"
"116","@ericleesprague @Danielsw69 @EdKrassen Trump could have rightly taken a victory lap with how quickly a vaccine was… https://t.co/GZqSQk78jb"
"117","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers I get the states rights argument.  But no matter how you slice… https://t.co/0mV2VC43nB"
"118","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers I never said nothing was taught.  Rather, I would say not enoug… https://t.co/uEonXtpQD8"
"119","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers Again by your own logic, slavery was central. The question aske… https://t.co/JIfaQIFhEv"
"120","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers Don’t be insulting.  I never said any of this was new to me.  I… https://t.co/ONquzEe2bJ"
"121","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers “He just wanted it [slavery] to be consistent throughout the na… https://t.co/haB1eMJsKc"
"122","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers And yet only 8% of US high school students can identify slavery… https://t.co/5DDcBb1wNz"
"123","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers The fact that he owned slaves is just the surface. That’s the s… https://t.co/2tUuTGblfZ"
"124","@JadenHalstead @Ophnell_II @kikimelendez @KeneAkers I actually studied the complexities in history.  I didn’t just… https://t.co/xM2Dc3q2fu"
"125","@Ophnell_II @JadenHalstead @kikimelendez @KeneAkers just gloss over the uncomfortable bits. Sometimes there is conf… https://t.co/sMNPrQ35DI"
"126","@Ophnell_II @JadenHalstead @kikimelendez @KeneAkers It is relevant because this was how property was treated by a m… https://t.co/A580Oafvnz"
"127","@Ophnell_II @JadenHalstead @kikimelendez @KeneAkers When Sally Hemings was 14 &amp; Jefferson was 44, she essentially b… https://t.co/iTwJgkkI0L"
"128","@JadenHalstead @kikimelendez @KeneAkers inspect the bricks you will find the fingerprints of enslaved children who… https://t.co/GxtRNxokmb"
"129","@JadenHalstead @kikimelendez @KeneAkers And you are happy with only being taught that slavery existed and not learn… https://t.co/AG98s9t42u"
"130","@1ClassyBastard @bjneitzel @kikimelendez @KeneAkers https://t.co/C10vexrTpw"
"131","@1ClassyBastard @bjneitzel @kikimelendez @KeneAkers It was a compromise:  The 3/5 compromise. History is important.… https://t.co/zYcdTfLuX2"
"132","@Saltykiwi79 @kikimelendez @KeneAkers And yet millions of PEOPLE were enslaved as property.  Stop making excuses. https://t.co/8Qcw5r8Sv9"
"133","@bjneitzel @kikimelendez @KeneAkers And yet under Article I, Section 2 a black person was counted as 3/5 a person n… https://t.co/O9DZsG9I24"
"134","@SantiniAllison @2Strong2Silence Slight correction.  If born in 65-66, the first election old enough to vote would… https://t.co/Hm99ok9faG"
